標題,連結,發布日期
"105年8月23日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21702&t=s","2016-08-23"
"105年8月24日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21703&t=s","2016-08-24"
"105年8月25日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21704&t=s","2016-08-25"
"105年8月26日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21727&t=s","2016-08-26"
"105年8月29日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21740&t=s","2016-08-29"
"105年8月30日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21744&t=s","2016-08-30"
"105年8月31日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21753&t=s","2016-08-31"
"105年9月1日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21761&t=s","2016-09-01"
"105年9月2日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21768&t=s","2016-09-02"
"105年9月5日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21770&t=s","2016-09-05"
"105年9月6日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21774&t=s","2016-09-06"
"105年9月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21778&t=s","2016-09-07"
"105年9月8日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21781&t=s","2016-09-08"
"105年9月9日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21784&t=s","2016-09-09"
"105年9月10日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21790&t=s","2016-09-10"
"105年9月12日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21795&t=s","2016-09-12"
"105年9月13日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21804&t=s","2016-09-13"
"105年9月14日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21808&t=s","2016-09-14"
"105年9月19日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21815&t=s","2016-09-19"
"105年9月20日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21817&t=s","2016-09-20"
"105年9月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21819&t=s","2016-09-21"
"105年9月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21824&t=s","2016-09-22"
"105年9月23日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21830&t=s","2016-09-23"
"105年9月26日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21834&t=s","2016-09-29"
"105年9月29日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21835&t=s","2016-09-29"
"105年9月30日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21836&t=s","2016-09-30"
"105年10月3日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21842&t=s","2016-10-03"
"105年10月4日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21852&t=s","2016-10-04"
"105年10月5日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21868&t=s","2016-10-05"
"105年10月6日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21869&t=s","2016-10-06"
"105年10月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21870&t=s","2016-10-07"
"105年10月11日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21881&t=s","2016-10-11"
"105年10月12日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21884&t=s","2016-10-12"
"105年10月13日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21892&t=s","2016-10-13"
"105年10月14日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21894&t=s","2016-10-14"
"105年10月18日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21898&t=s","2016-10-18"
"105年10月19日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21900&t=s","2016-10-19"
"105年10月20日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21903&t=s","2016-10-20"
"105年10月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21906&t=s","2016-10-21"
"105年10月25日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21913&t=s","2016-10-25"
"105年10月26日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21924&t=s","2016-10-26"
"105年10月27日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21934&t=s","2016-10-27"
"105年10月28日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21937&t=s","2016-10-28"
"105年10月31日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21940&t=s","2016-10-31"
"105年11月1日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21973&t=s","2016-11-01"
"105年11月2日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21980&t=s","2016-11-02"
"105年11月3日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21984&t=s","2016-11-03"
"105年11月4日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21993&t=s","2016-11-04"
"105年11月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21998&t=s","2016-11-07"
"105年11月8日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22012&t=s","2016-11-08"
"105年11月9日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22068&t=s","2016-11-09"
"105年11月10日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22074&t=s","2016-11-10"
"105年11月11日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22077&t=s","2016-11-11"
"105年11月14日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22081&t=s","2016-11-14"
"105年11月15日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22092&t=s","2016-11-15"
"105年11月16日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22096&t=s","2016-11-16"
"105年11月17日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22099&t=s","2016-11-17"
"105年11月18日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22110&t=s","2016-11-18"
"105年11月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22124&t=s","2016-11-22"
"105年11月23日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22134&t=s","2016-11-23"
"105年11月24日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22139&t=s","2016-11-24"
"105年11月25日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22147&t=s","2016-11-25"
"105年11月28日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22152&t=s","2016-11-28"
"105年11月29日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22156&t=s","2016-11-29"
"105年11月30日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22168&t=s","2016-11-30"
"105年12月1日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22174&t=s","2016-12-01"
"105年12月5日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22180&t=s","2016-12-05"
"105年12月6日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22187&t=s","2016-12-06"
"105年12月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22203&t=s","2016-12-07"
"105年12月8日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22208&t=s","2016-12-08"
"105年12月9日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22210&t=s","2016-12-09"
"105年12月12日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22223&t=s","2016-12-12"
"105年12月14日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22238&t=s","2016-12-14"
"105年12月15日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22243&t=s","2016-12-15"
"105年12月16日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22262&t=s","2016-12-16"
"105年12月19日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22264&t=s","2016-12-19"
"105年12月20日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22277&t=s","2016-12-20"
"105年12月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22291&t=s","2016-12-21"
"105年12月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22297&t=s","2016-12-22"
"105年12月23日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22305&t=s","2016-12-23"
"105年12月26日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22310&t=s","2016-12-26"
"105年12月27日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22316&t=s","2016-12-27"
"105年12月28日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22330&t=s","2016-12-28"
"105年12月29日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22354&t=s","2016-12-29"
"105年12月30日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22363&t=s","2016-12-30"
"106年1月3日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22366&t=s","2017-01-03"
"106年1月4日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22369&t=s","2017-01-04"
"106年1月5日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22378&t=s","2017-01-05"
"106年1月6日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22393&t=s","2017-01-06"
"106年1月9日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22396&t=s","2017-01-09"
"106年1月10日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22397&t=s","2017-01-10"
"106年1月11日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22403&t=s","2017-01-11"
"106年1月12日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22409&t=s","2017-01-12"
"106年1月13日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22425&t=s","2017-01-13"
"106年1月16日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22435&t=s","2017-01-16"
